content,label,label_id
"I was booked for car rental in Bandung. At the traveloka website, it mentions the terms that the car renter only provides an id card and driver license. A week after my booking, the car rental company sent me a message by whatsapp and asked to send them a photo of my credit card. After several phone calls with Traveloka, they just followed the request of the car rental co. that not mention in traveloka terms. IT'S A SILLY!!! I must cancel my booking. Never rent a car from Traveloka!",0,unhappy
The available promotions aren't automatically activated. Disappointed.,0,unhappy
I recommend you customers to verify the promo offers on the app with the related hotel before actually booking and finishing payment.,0,unhappy
"Bad after sale service. Recently, i bought a ticket. After payment, it notices me the diff route.. i have to cancel that ticket and that cost me around IDR 1.2m. So i purchased another ticket, the app showed me another route (again). I contact the help center and get no solution. I'm back to my purchase and it shows me that i purchased the right route.. this app and the company is not good anymore.. I demand an improvement.. i'll move to another app.. until the company fixes this ..",0,unhappy
"Your system error, but we customer that did need to take the responsibility (?)(?)(?)(?) I did a reschedule for 4 tickets including myself, but just me that didn't get the reschedule, I call the CS but they told me that It's already past the departure time so you can't reschedule or refund, but the other 3 tickets that I reschedule had no problems like that.",0,unhappy
"every time I fill out my details for booking, it always goes back to the main page and says something went wrong. it happened 3 times already with me using strong wifi connection. annoying.",0,unhappy
"The apps themselves are good. I just had a bad experience with the company's service, that doesn't really care much about the customer. For companies as big as traveloka, they should put customer satisfaction in front, hell, they're a service based company. I rather from now on pay more to local travel, who pays more attention to our needs and hear our complaints wholeheartedly rather than inject money for this big ignorant corporate. Shame. You just lost one loyal customer!",0,unhappy
"The Sum of it all in one word : ""Terrible"" Always shows : x rooms available, but when click to select the desired room always returns ""no room(s) available"" and that ""x room(s) available"" stays, no matter how many times refreshing the hotel list.",0,unhappy
"This app is the poorest app that I've ever used than the others (tokopedia, bibli, shopee, or etc). Don't you ever think a child who loves chocolate can be upset if he finds his chocolate becomes more expensive after the cashier says the chocolate isn't cheap or the right way to get the promo? Can you imagine that? I was like that too.. The system doesn't say you can't use bank account for payment method so the result is my new user's promo is gone and I don't have any voucher again",0,unhappy
"is it possible to have air asia on the list? i have a problem with payment on air asia, than traveloka is the best and helpful with every payment method. but, because airasia is not on the list anymore, i have never used traveloka like before i did. even for booking hotels. its trouble some.",0,unhappy
"They give somewhat nice discounts; sometimes better than grab, most times not. Their one-click payment BCA NEVER WORKS!! It always makes it lagged and stuck. And yet its the form of payment they encourage the most.",0,unhappy
"I am sending my queries on how to reschedule my flight for 03.15.20 since last march 11 but a reply to me is always the same where. i said that the reschedule via is app is expired. But as per airasia's new travel advice, i can request for reschedule.. but through your app, i cannot because its expired... since. march 11 i am asking for assistance and updates... i'm not fully aware of other things i can do in this app.. but no one is replying to me.. they replied too late..",0,unhappy
The filter is not good enough for me because it will be nice if you can make more to detail example when I click parking can u make 2 choices of free parking or just chargeable parking and 1 more thing when it came to choosing a room to stay at the hotel not everyone wants the same kind of room example if i need 3 rooms and between this i need 2 rooms for deluxe and 1 room for superior but ur app doesnt allowed that coz this is good to make budget more efficient,0,unhappy
"15/2/2023 This app has always worked wonders for me. But the latest update does not allow me to book flights. It says ""you have made multiple bookings for this flight please continue under booking"". I checked my booking section and nothing. I will put a 5 star again once Traveloka has fixed this",0,unhappy
"Traveloka needs to apply for a refund/reschedule option to all customer made bookings. Sometimes, bad things happen after customers booked the hotel, but we cannot refund or even reschedule the bookings (due to traveloka bookings policy). finally I have to pass my bookings freely to a relative.",0,unhappy
"Can't buy extra luggages via web or calling customer services, can't reschedule for rescheduled flights because the app and website keep crashing. A little less expensive than the official booking site but lacking so many features. Feel like I was scammed, TWICE",0,unhappy
Works fine if you want overpriced tickets. Used to be great. Now domestic Indonesia flights are limited to 2 major players and Traveloka supports those Duopoly. Shame on the company. Also apps are not useful anymore since not really getting the best value for customers.,0,unhappy
Book flights with refund guaranteed packages. But can not be refunded. I paid for the guaranteed refund. Updated: refunds are now in progress. But the process is very tedious. I have to get pass the bot to have issue reach human support. Bot response is not helpful at all on my issue.,0,unhappy
Frequent errors and lots of charges,0,unhappy
"Overall Traveloka itself has always been helpful and easy to use. They just need to choose another e-payment partner instead of UANGKU. It sucks, really.",0,unhappy
Stop giving me worthless millions of notifications everyday. And that is after I disabled push notifications from the app. I also cannot make payments using a foreign credit card. Customer service was not helpful at all in figuring this out.,0,unhappy
"I ordered to paid for a hotel voucher on Oct 30th..the setting was default by system..after proceeding the e-tickets was stated a week later from the ordered/booking date. if it's by default setting, why the booking date changed? can we trust the system? please give me some feedback or solution..hopefully can get the full refund..",0,unhappy
"this app used to help my trip a lot, but turn into annoying since its add pop up everywhere, even in the middle of me typing my text, or browsing something important in chrome. Uninstall.",0,unhappy
Hi! It is more convenient for me to book via the website than through the app. There's always a connection problem when I want to book via app.,0,unhappy
"I need to file a complaint of my seat selection on my flight. When the app asked me to upload evidence, the app could only see my camera folder and not my screenshots folder (it showed an empty folder).",0,unhappy
"The customer service is bad, very inpatient and sighing the whole time I talked to her, she was verifying my data and if I had to look for a booking code and take a bit of time, she would sigh after 3 seconds and press me to hurry , when i verified my phone she told me it was wrong but i only have 1 phone number, after a few time scolding me she realized i was right but didn't apologize. At the same time, she gave me no resolution whatsoever.",0,unhappy
"sometimes customer service can't solve your problem, even it takes several times to be processed but CS doesn't really help , i'm sorry for giving 2 stars but it can be editable if you can increase your service to customers. thanks,",0,unhappy
Pls always check with the hotel before booking via apps. It is. much more expensive 20% approx. when booking through apps. They do not protect the bookers' right when making claims about the property. It sucks.,0,unhappy
"My application always force close every time i open it since 4 days ago. I have try to install and uninstall for 5 times, restart my phone also. But it still forces closed. Help me please, cause i need to book some hotels. thank you",0,unhappy
"This application is good for buying tickets, but bad for buying some food, the place from navigation is different, it's supposed to go to JL. Taman Palem, but the application gives the wrong route to Puspa Street, makes the grab confuse, pretty bad, please fix this, and the server is bad to",0,unhappy
It's not simple to reschedule and it costs a lot of money to refund even though there's a covid 19 delta outbreak. Don't book a ticket in here if you're not sure about the covid19 growth rate in your city.,0,unhappy
Do not book with Traveloka!!!!! My husband has been trying to get our refund but no response. Several emails and calls were made but to no avail. No response.. So mad at this platform!!!!!!,0,unhappy
Fare prices are not up to date. It will only update once you proceed with payment. Skyscanner is showing the correct prices while this app doesn't.,0,unhappy
Never ever expected fast response from Traveloka !!! They won't bother your request about anything especially refund or cancellation process although the airline policy stated your flight booking can be refunded. Bad... Very bad !!!,0,unhappy
"Honestly, this app is quite good. But the customer service is taking too long to solve simple matters and after waiting for 2 hours, they still keep asking for confirmation even though I'm in a hurry",0,unhappy
One of the worst customer service I've experienced. Slow response and took days to resolve a minor request. Price wise is ok. Sometimes it's cheaper than other platforms.,0,unhappy
"I cannot place an order after updating my phone to Android 12. After each payment, somehow it always leads to a blank screen. Also the CS agent isn't helpful.",0,unhappy
"don't create a promo if u cannot handle it, i've waited for the pay later code to appear and immediately input to my booking, and it said the code cannot be used at this timing, i booked and pay later payment option is gone , very bad",0,unhappy
"Why, suddenly I cannot play the local soda game/pick a Loka? There is no ""play""button. While on the other phone it works. unfortunately, I cannot continue playing. actually, i have been playing and earning some points. So what should I do?",0,unhappy
Traveloka now won't showing the estimated rate on the calendar view anymore. we have to click on a date to find out the rates. Its inconvenient. Please return to the old one,0,unhappy
"After 90 days and pushing them for a week, I finally got a refund. I really recommend everyone to just keep pushing them, especially if it's already 90 days.",0,unhappy
Disappointed with how bad their service has turned out. The app is slow and full of ads. Their response to queries is full of generic automated messages and they will ask you the same question over and over again before responding to customer inquiries.,0,unhappy
"This application has a ""eats delivery"" feature, but when I order from that feature, it cannot be displayed in the ongoing process as soon as the update progresses. I was updating the newest this application though.",0,unhappy
Service fee is too expensive and unique code is added to price amount. Better buying tickets from airways official website instead of traveloka app. This is worst. Why is this app applying additional price LOL,0,unhappy
"They deducted my credit card balance and did not refund more than 30 days. The CS is not well cooperated, also cannot speak in english while their confirmation letter voided my booking id in english..",0,unhappy
"The application is denying uploading images from the gallery, but there's no option in the permission to allow the app to access phone storage. Camera also the same, permission denied.",0,unhappy
"Please bring back AirAsia, at this point there's no benefit using Traveloka for domestic Indonesian flights considering all the other alternatives are expensive as hell.",0,unhappy
"the e money pops out every time I use my phone. Force me to log in?? can't disable it even in the system, i have already closed the push notification.",0,unhappy
"Convenient but price goes up sometimes. When the airline makes changes, Traveloka will not help you get a refund. They just tell you to deal with airlines.",0,unhappy
Too crowded. Not easy to find information. Worst if the system force to save my debit card information.,0,unhappy
"I am looking for the feature to add my extra baggage. but I didn't find one. you said you can provide your customer to buy extra baggage, but how? I didn't find any features or guidelines for that",0,unhappy
There's a lot of notifications related to check in points. I think it's an issue. It's not normal to have so many notifications in a go more than 20. Please fix it,0,unhappy
Why suddenly it doesn't show the actual price.. Why the discount price is different with the exact amount when you want to submit??,0,unhappy
"Travel eats have much maintenance because when you track your food there is always an error, and this app has too many features to confuse you with these UI and UX",0,unhappy
"everytime i turn on my phone the advertisement keeps pop up so annoying, i already block it but still pop up anyway. it's just too much!",0,unhappy
i can't still pay my booking at any convenience store or over the counter it's still says unable due to maintenance. It's been already 5 days now i hope you fix this issue.. thanks,0,unhappy
"After activating the virtual CC number, the monthly pay later payment can be made. It always backpage, than closed at the end. Please maintain it asap, otherwise my payment will be late.",0,unhappy
The refund menu cannot pick just one passenger in a group flight reservation as they say. The customer service kept asking booking details and that was already given over and over.,0,unhappy
Refund process takes way too long. It's been nearly 7 months and there's still no further notice about getting anything back.,0,unhappy
Latest version is so buggy. Can't open a single page of any hotels. Please fix it asap.,0,unhappy
Why r u keep sending notifications that are no longer in valid period (no longer available when it is clicked). it is so annoying!,0,unhappy
"The hotel can't find our reservation. I've been waiting for more than 4 hours now and the Traveloka team only asked to wait and wait. Its new year eve and not easy to find a hotel in short time. I did send email to Customer Service, contact Traveloka Team through apps too. I ended up booking another hotel at 7PM and Traveloka team still didn't give solution until that time. My case has been solved but I need to contact Traveloka everyday. Traveloka should give a timeline to customers instead of promises without action.",0,unhappy
"Need minimum 15 minutes to open the apps. The unimportant and insane popups banner make the starting process takes time. I suggest, change your IT team",0,unhappy
this was the best booking app for me until their over-the counter method of payment became unavailable. it's really disappointing,0,unhappy
why difficult to book,0,unhappy
"already select empty seat of train, succeed when continued app said seat occupied and offer random seat, than if ignored seat set as expected, make user journey confusing, you need test more negative case",0,unhappy
The verification code is never sent to my email even though I've attempted to do it 6 times.,0,unhappy
Good app for booking however does not provide official receipts. It takes so much time and effort to ask for it.,0,unhappy
"really really useful app,but i really hate it because of sudden force close,or sudden return to menu,i really hope you fix it",0,unhappy
Bad!!!!! I tried to reschedule the flight but it still doesn't work at all. Anyone can help me to fix it?,0,unhappy
"Often buggy, especially for Bus Shuttle menu, often crashes and cannot search.",0,unhappy
"I want to pay my bills, but when it comes to ""select payment method"", it's stuck !!! Pls fix this as soon as possible",0,unhappy
"Cannot determine if travel tax is included, need to be able to retrieve booking. info on travel tax is included if you book from direct site of airline",0,unhappy
Very slow flight reschedule. I wait for the process until fell asleep. And failed over and over again.,0,unhappy
used to be my favorite app for flight and hotel booking.. but lately the booking has become slow or error.. than no more airasia some more.. get yourself up duh,0,unhappy
I manage to book a flight but it only appears the lowest class. I cannot buy extra luggage :((,0,unhappy
Pls fix your smoke system. I need to do an urgent booking. I cannot book both on the app and on your website. Thanks,0,unhappy
Already 3 times that I book a flight ticket that my credit card gets double charged and I don't receive my flight ticket. Real boomers,0,unhappy
"is it so hard to put an email address to my own traveloka account? it always said suspicious email, and to fix it i need to do selfie with my id card, i will change the start if somehow my email address can be mounted on my own traveloka account without that ridiculous selfie.",0,unhappy
"Realme x2pro application cannot be updated to latest, i've tried to reinstall more worst come, the app cannot be install anymore.",0,unhappy
Don't you ever try to use their easy reschedule future. such a mess. I've been rescheduling my flight through it but they didn't proceed hence I lost my flight. SHAME ON YOU.,0,unhappy
"unpleasant experience, the homepage is messy, the app introduces some features which are unimportant for simple use",0,unhappy
"Why does this app don't have a rescheduling feature for train? Please add this, the bureaucratic system at the station is just worst.",0,unhappy
"Drivers keep canceling the Eats order in Bandung. Canceled order coupons are not refunded. So after canceling, you can't order with the same coupon again",0,unhappy
"The app works decently well however it spams your phone with ads and ""special offers"".",0,unhappy
Traveloka EATS is a no no. The CS is super slow in response. He said 15 minutes but never followed up. Need a lot of improvement..,0,unhappy
The eats delivery feature is getting very slow whenever switching page to page after the newest update,0,unhappy
your time limit for a user to process the purchase is too short!!!! i have to repeat order 3x !!!!,0,unhappy
What can you offer now? Only high fares budget airlines from Indonesia that also don't have good quality? Really degrading,0,unhappy
Unstable connection and app browse. Often force close and going back to home,0,unhappy
The price off the ticket is not updated.. When proceed to pay the price is higher than earlier i choose,0,unhappy
"Try so many times but still fail to book flight ticket using this apps, no issue if booking hotel.",0,unhappy
"Good, many promotion but bad after sales and the apps is buggy sometime, only recommend for hotel or flight booking",0,unhappy
Advertisements are suck! Keep popping up on my phone screen.. fix this!,0,unhappy
I like the interface user but for the performance of the application? nope. too slow,0,unhappy
"its not updating app regularly, you guys are updating apps too frequently even 2 updates in tiny time window",0,unhappy
"Can't use the voucher code at all, even after updating the app to the latest version",0,unhappy
Such a horrible app always redirect & log out when ever makes payment really frustrating ðŸ˜« pls do something,0,unhappy
"I was trying to log in, but the apps keep saying mohon menunggu so i can't log in and book a hotel",0,unhappy
"2 stars for experiencing repeat error on traveloka eats, feedback rating is also unavailable, customer shall be able to give rating for restaurant and driver services",0,unhappy
Easy to use. But couldn't refund or reschedule on hotel booking.,0,unhappy
showing favouritism and unbalance perspective on selective business is not my cup of tea. so adious removing this app. not good and thorough deal for us as customer,0,unhappy
this app always update(add price) when check out for payment. better use air asia app,0,unhappy
"performance issues, location/delivery address lagging. generally bad programming",0,unhappy
I just updated it than the app crashed. I cannot open it now,0,unhappy
Prices in the Traveloka application are much more expensive than Traveloka search on Google. how come? don't waste your time to install the app,0,unhappy
"Not impressed, searched for a flight from SEAsia to Spain. No flight Available",0,unhappy
"Presently, all the promos are only for Thai Nationals( asking for ID card number) which means there is no discount or promos for non-Thais. Sorry I'm out",0,unhappy
"App freezes randomly, very annoying.",0,unhappy
Always error when i want to upload transfer proof for UANGKU balance.,0,unhappy
Much more expensive that standard price & the price keep changing when booking.,0,unhappy
Sometimes it is annoying because the system is not responding well,0,unhappy
please be mindful with notifs n alerts. it's getting annoying to be honest,0,unhappy
Annoying push notifications always come even when disable it.,0,unhappy
"I don't have driving license or passport, so I can't continue my pay later application",0,unhappy
Doesn't have all the countries. I was trying to flight from New York to Dominican Republic but doesn't find it,0,unhappy
Useful app but can't turn off unneeded notifications.,0,unhappy
Suddenly my pay later is blocked. I don't why traveloka blocked my pay later even I already pay ontime. Please fix it ðŸ™,0,unhappy
bill & payments always under maintenance. slow response!,0,unhappy
Crashing after crashing after crashing...,0,unhappy
Too many pop ups. Cluttered UI.,0,unhappy
Used to be good but now it only shows Malaysia Airline for my domestic flights search,0,unhappy
First try and bad experience with traveloka eats . Waiting more than 1 hr. Motor Courier want 5k parking fee. No option for complain.,0,unhappy
can not use coupon discount. no information limit coupon discount can be use.,0,unhappy
"Whose ideas play game to get discount? Too much effort, your competitor gives discount without effort. Bad UX",0,unhappy
"Error everywhere, App crashed when I open Hotel Photos",0,unhappy
coupon can't re use when it's just booking but payment yet,0,unhappy
the service fee is too expensive for paying bills,0,unhappy
idk what's wrong with traveloka.. but i can't apply for Pay Later if i use my phone ðŸ˜–,0,unhappy
Temporary bad rating because demanding payment method by Virtual Account or fintech such as GoPay or OVO. While competitors already did provide the option.,0,unhappy
my phone turning into advertisement fest since the first day this app installed,0,unhappy
there is no flight booking option in last update and i cannot even book hotels,0,unhappy
"Please anyone can help me how to reschedule my domestic flight,while I am in overseas.cos I am trying to apply at easy reschedule but for my flight not applicable to reschedule by easy reschedule.what should I do cos of outbreak covid-19 I can't take risk to travel.",0,unhappy
Pop-up iklannya super annoying.,0,unhappy
"Missing web check in feature, even on the latest versionðŸ™„",0,unhappy
"Ktika search2 resto d travelokaeats sering bngt blank trs ada tulisan ""something went wrong""",0,unhappy
Why can't I book flights in the app? Only available through website?,0,unhappy
Too many bugs. you have to fix it.,0,unhappy
Please give (INR) indian national rupees currency mode too for payment. Because when i use my indian visa or mastercard than Traveloka deduct extra money.,0,unhappy
I lost all my saved hotel many times. It said that no hotel in save icon,0,unhappy
need point to use as fast as we can.. there is no need that much amount of point to use.,0,unhappy
I often got notifications that no network while my network is so well. Sooooo bad,0,unhappy
why is it payment option in 711 and bayad center even banks is not showing on payment process? banks which not found here in the Phil. was there. is it a scam?,0,unhappy
no verification code when purchase with credit card,0,unhappy
your website needs attention as it gets stuck at the payment page,0,unhappy
ticket alerts not working as it should,0,unhappy
This app didn't send any code to my phone number. So bad.,0,unhappy
An expensive option for traveling,0,unhappy
App won't verify users ID when booking flight ticket.,0,unhappy
"Setelah di update app jd lemottttt bangettttttt, ðŸ™ƒ",0,unhappy
Wait for traveloka eats delivery for more than 1 hour than canceled by the delivery man. Dunno how to cancel by customer so we don't have to wait so long. Not mention hv to check for the refund ðŸ¤· ðŸ˜“,0,unhappy
Over the counter method always unavailable,0,unhappy
the driver can't cancel order from traveloka eats... ribet....,0,unhappy
"Latest update crash on my Oppo F1S, I can't opened payday sale november",0,unhappy
refund process so slow and uncertain,0,unhappy
Apps cannot open on android 10,0,unhappy
"transaction without otp, not secure",0,unhappy
Can not connect using wifi,0,unhappy
Booked a large room but the resort gave a small room,0,unhappy
payment time to short... I almost got accident,0,unhappy
more expensive now buy ticket at traveloka because they charge service fee now.,0,unhappy
tidak bisa login setelah update.....T_T pdhl dri web bs login,0,unhappy
"was making booking for 1 room, once I edited to 2 rooms, the price increase",0,unhappy
You have bug in it. Please fix it!!!,0,unhappy
It's always crack when i open it,0,unhappy
I was charged twice to my CC for purchasing cellular phone voucher whether I got only one voucher.,0,unhappy
harder to navigate,0,unhappy
if i booking cheap flight which is guarantee its not fake....pl reply me,0,unhappy
Great app but no flight To Tawi-tawi,0,unhappy
Limited choice on the currency. The app should have an option on the preferred currency when booking.,0,unhappy
"The customer service is frustrating and painful to deal with, and their app contact is extremely slow with responding to customer concerns. They inserted the incorrect name on an airline ticket, and with 1 day until my flight, they still have not solved the issue. So i need to turn up at the airport and hope the airline doesn't refuse me access to my flight. I would not recommend anybody to use this company despite their cheaper pricing. I guess the old adage is true. You get what you pay for.",0,unhappy
"I usually have no problem with my booking. Hassle free. Bought the 100% refund guarantee many times, and the process were always smooth, fast and reliable. But last month bought flight ticket, they said refund will take 90 working days. If it's a small amount won't be a problem. But for amount 14mio rupiah, it's like your money being freezed for 3 months like time deposit saving account, but this one won't get you interest. It's not what one would expect when buying refund guarantee.",0,unhappy
"I have terrible experience with this app. I purchased airplane tickets for me and my family on this app. One day before the departure, after checkin online I could not obtain the boarding pass. It was impossible to reach customer service all my calls to the hotline were directed to automatical box and the chat function only answered to common questions. I do not recommend this application. I hope that my review will save you some time ðŸ™",0,unhappy
"Reserved flights at ~ MYR 298++, before paying, it surged to 320++, eventually ballooning to 440++. Switch to the following day, listed price was again ~MYR 298++. again, during checkout, the amount changed to MYR 326+, then escalated to MYR 529+. This is a clear breach of honesty, as Traveloka failed to honor their initially stated price. We turned to Agoda for the same flight/date, paid and got it at 316+. Documented evidence, intend to report to Consumer Rights agency.",0,unhappy
"I made an account with Traveloka and made my first booking to get their 5% new client discount. At checkout the coupon code didn't work, so I contacted customer service. I had to re-explain the situation twice before they finally sent me an automated answer telling me that the coupon is no longer available. Of course no refund is possible on the purchase I made. Predatory and opaque, avoid at all costs!",0,unhappy
"They intendly make reporting issues really hard. No hotline, just answering AI keep asking unrelated questions. You have to wait for the AI to reply but if it has to wait for 10 minutes or so, the chat will automatically close. There's actually a hotline but it'll send you back to the reporting on the app.",0,unhappy
"Horrible Customer Service. Traveloka has a pretence that they have everything under control. For a digital platform, customer service needs to be excellent. They barely have any such thing sorted. I am in a situation I spoke to the airlines, and they have given me a proof of refund but in TravelokaApp, it still shows that airline has not approved. Just got a message from their BoT that it will take another 90 days for the issue to be cleared. Been loyal user since last 5 years but not anymore",0,unhappy
"Very unreliable. They will not send an e-ticket right away. And it took me 20 hours to get in touch with them, and then they would just say that my purchase failed, when in fact they were able to charge my account. And they debited my bank for a few seconds, and it took 3-5 business days for me to get a refund. The heck!",0,unhappy
"Used this app to book a flight. In the confirmation email, i saw a double entry to my name. Reflected to CS, they asked me to pay $200+. Told them i didn't want to proceed to change the name (as i could do it over the counter, too). When i was about to check in for my flight, i found out from the airline that Traveloka didn't make the booking and didnt communicate my request for a special dietary meal. Will never be using Traveloka again.",0,unhappy
"Being a loyal user for many years, now I realized how bad their customer service is. My mother received a booking confirmation which she did not made. Thus, I call hotline to ask if there is any mistakes but couldn't meet any agents. There is only auto-recorded voice and could not solve my problem. Thus, I contacted the info on booking myself and learnt that the booking info is correct but Traveloka sent to the wrong person, thereby exposing customer personal's info, such insecure for user.",0,unhappy
