content,score,appId,label
"I really didn't have any good customer service experience in Traveloka. While they are courteous in their reply, they are SLOW to respond in customer's inquiries. Some deals are also better in other apps so I can't recommend the deals they have here. I probably won't use this app again if nothing changes.",2,com.traveloka.android,0
"I never want to review an app, but I rely on this app to book 6 flights incl int/nat overnight. For me, the downsides are Too much unattractive and unuseful promotion which just fills up the screen. Not too serious apps for travel and tickets, as how would you combine gold in the travel apps?? Huge spread too And there are free points pop up always annoying you when you're on the page. Geez... But, the upside is refund and exchange travel dates made easy for us, and saved items are very helpful.",2,com.traveloka.android,0
"Most of the experiences using this app were good, except today when I realized that not all promos advertised in the app are valid. I contacted CS via call & email, initially the responses were asking if I used the correct credit card, if the application was updated, etc. Later on they said the promo is no longer valid, when actually it's still written valid based on the date written on the promo page. When I asked further, they said Traveloka had the right to change/cancel the promo without prior notice. great",2,com.traveloka.android,0
"I book flights for certain prices, when I input booking details, the booking was error and than the price changes (more expensive). I do understand that sometimes flights will have price changes from time to time, but booking with Traveloka has been like this for too many times. Really wasting time need to input booking details and confirm price again and again.",2,com.traveloka.android,0
"The application itself is excellent. I just hate that the application cannot be deactivated (installed but put to sleep until we reopen it). With other applications, I can force close them to deactivate them. But this traveloka application? It's so stubborn that every time I force it close, it will become active again by itself.",2,com.traveloka.android,0
Had a bit of trouble at the airport because the app said travel tax was included but apparently it wasn't. Also wasn't able to check in at the airport through the kiosk because the name of the app booked didn't match the airline record. Basically more hassle than convenience. So not for me.,2,com.traveloka.android,0
"Traveloka is great when things go well. When things have to change the app and phone call center all fail. In my case the airline canceled an international flight after check-in. Traveloka is not interested in processing a refund, the airline will only work with the agent. I have paid for 2 international tickets and lost all my money. This is basically theft.",2,com.traveloka.android,0
"They try to cheat the price displayed..it shows price 19 per night..than when i click to book the room,suddenly app pop up price just updated to new price which is more expensive.same goes to other hotel and when i tried again, it shows the same thing even on the next day. it's not 'just updated' but they displayed low price to make it competitive with other apps but actually it's not.",2,com.traveloka.android,0
"Really poor customer service, been using Traveloka all the time but now I think I might just look at the other options ðŸ˜„ Be cautious with your bookings because they don't check the conditions of each hotel. Edit: I forgot to thank you for your past service, thank you!",2,com.traveloka.android,0
The latest version freeze a lot e.g. if I check photos from 3-4 hotels than the app freezes and is forced closed. So I have to start all over again. Very annoying. Unlike the previous version that runs smoothly,2,com.traveloka.android,0
"First time and the last to use this app! After booking a car rental, it mentioned ""the driver will contact you at least 3 hrs before departure time."" Guess what, I have no calls at all, not even a message from the driver!! I paid for it already and no refunds! I texted the rental company but the answer is too late. Really superb customer service!",2,com.traveloka.android,0
"Horrendous ads in the opening of the app are very annoying. Yes you can set the push notification, but it's just unbearable and intrusive. Chances are if you are a foreigner like myself who will pay with a credit card issued by the country you are from, you will be frustrated, because the app will request the OTP code sent to the phone number of the country where you have your credit card. What if the number is not internationally roaming?",2,com.traveloka.android,0
"Somehow the interface sucks. When I want to add my redemption coupon in my purchase. I have to navigate all the way back to the home screen to search for the coupon, copy and than paste it on my transaction screen.",2,com.traveloka.android,0
"From an app perspective, this app is quite good which we can easily compare prices between airlines. But be careful when you do refund the ticket which purchased from this app, and recheck again the amount you received from them. I did refund and during the process it shows I should get 400 thousand something, but indeed I only get 200 thousand something in my account. After i recheck my account and find out it does not match and complain to the CS than get back the rest without explanation :(",2,com.traveloka.android,0
"I hate how this app keeps giving me push notifications of promos such as 'transportation for airports' etc Like, NO, if I want transportation etc than I will book for it. I DON'T WANT PROMOS. This is especially awful because I have turned off ALL push notifications from this app, YET I still get those push notifications. Please fix this. It's so annoying and I'm honestly debating whether to uninstall this app entirely or not.",2,com.traveloka.android,0
"Refund service is very very slow. More than 1 month, my refund status is only ""Submitted"". It hasn't been delivered to the airlines. The reason is ""waiting for other nearest flight"". There is no progress at all until now. It is useless to ask the customer service because their reasons are always the same. Another application is better..",2,com.traveloka.android,0
"The app is very slow recently, even when my internet is good. The service is also not good. 2 times I booked for more luggage, and there was a confirmation. However, when I went to the airport, the check-in counter said I did not have extra luggage.",2,com.traveloka.android,0
"I would normally give it 5, because I often use the app with no problems, but please review the properties managed by travelio advertised in the traveloka app. We booked such properties. Travelio agents contacted us, asked us to download their app & create an account there, and generally made it a nightmare to check in. Traveloka is already a 3rd-party app, why would there be a 4th-party app? This is literally the opposite of seamless user experience. Traveloka, you should not allow this to happen.",2,com.traveloka.android,0
"for traveloka eats specifically, i just don't get why when i searched for a tenant i got the one so far away from my current location? i accidentally ordered from that specific tenant a few times and it bugs me on how inconvenient this is. is it possible to change the algorithm to make sure the search results are dependent on my current location?",2,com.traveloka.android,0
"Too noisy - too much unnecessary info and advertising - several features are unseen, because of the placement, or the component using list instead of CTA/Chip/etc which will be easy to scan rather than list (especially on flights book) - not clear instruction - not flexible payment options - many hidden info and hidden features",2,com.traveloka.android,0
"I was booked for car rental in Bandung. At the traveloka website, it mentions the terms that the car renter only provides an id card and driver license. A week after my booking, the car rental company sent me a message by whatsapp and asked to send them a photo of my credit card. After several phone calls with Traveloka, they just followed the request of the car rental co. that not mention in traveloka terms. IT'S A SILLY!!! I must cancel my booking. Never rent a car from Traveloka!",2,com.traveloka.android,0
The available promotions aren't automatically activated. Disappointed.,2,com.traveloka.android,0
I recommend you customers to verify the promo offers on the app with the related hotel before actually booking and finishing payment.,2,com.traveloka.android,0
"Bad after sale service. Recently, i bought a ticket. After payment, it notices me the diff route.. i have to cancel that ticket and that cost me around IDR 1.2m. So i purchased another ticket, the app showed me another route (again). I contact the help center and get no solution. I'm back to my purchase and it shows me that i purchased the right route.. this app and the company is not good anymore.. I demand an improvement.. i'll move to another app.. until the company fixes this ..",2,com.traveloka.android,0
"Your system error, but we customer that did need to take the responsibility (?)(?)(?)(?) I did a reschedule for 4 tickets including myself, but just me that didn't get the reschedule, I call the CS but they told me that It's already past the departure time so you can't reschedule or refund, but the other 3 tickets that I reschedule had no problems like that.",2,com.traveloka.android,0
"every time I fill out my details for booking, it always goes back to the main page and says something went wrong. it happened 3 times already with me using strong wifi connection. annoying.",2,com.traveloka.android,0
"The apps themselves are good. I just had a bad experience with the company's service, that doesn't really care much about the customer. For companies as big as traveloka, they should put customer satisfaction in front, hell, they're a service based company. I rather from now on pay more to local travel, who pays more attention to our needs and hear our complaints wholeheartedly rather than inject money for this big ignorant corporate. Shame. You just lost one loyal customer!",2,com.traveloka.android,0
"The Sum of it all in one word : ""Terrible"" Always shows : x rooms available, but when click to select the desired room always returns ""no room(s) available"" and that ""x room(s) available"" stays, no matter how many times refreshing the hotel list.",2,com.traveloka.android,0
"This app is the poorest app that I've ever used than the others (tokopedia, bibli, shopee, or etc). Don't you ever think a child who loves chocolate can be upset if he finds his chocolate becomes more expensive after the cashier says the chocolate isn't cheap or the right way to get the promo? Can you imagine that? I was like that too.. The system doesn't say you can't use bank account for payment method so the result is my new user's promo is gone and I don't have any voucher again",2,com.traveloka.android,0
"is it possible to have air asia on the list? i have a problem with payment on air asia, than traveloka is the best and helpful with every payment method. but, because airasia is not on the list anymore, i have never used traveloka like before i did. even for booking hotels. its trouble some.",2,com.traveloka.android,0
"They give somewhat nice discounts; sometimes better than grab, most times not. Their one-click payment BCA NEVER WORKS!! It always makes it lagged and stuck. And yet its the form of payment they encourage the most.",2,com.traveloka.android,0
"I am sending my queries on how to reschedule my flight for 03.15.20 since last march 11 but a reply to me is always the same where. i said that the reschedule via is app is expired. But as per airasia's new travel advice, i can request for reschedule.. but through your app, i cannot because its expired... since. march 11 i am asking for assistance and updates... i'm not fully aware of other things i can do in this app.. but no one is replying to me.. they replied too late..",2,com.traveloka.android,0
The filter is not good enough for me because it will be nice if you can make more to detail example when I click parking can u make 2 choices of free parking or just chargeable parking and 1 more thing when it came to choosing a room to stay at the hotel not everyone wants the same kind of room example if i need 3 rooms and between this i need 2 rooms for deluxe and 1 room for superior but ur app doesnt allowed that coz this is good to make budget more efficient,2,com.traveloka.android,0
"15/2/2023 This app has always worked wonders for me. But the latest update does not allow me to book flights. It says ""you have made multiple bookings for this flight please continue under booking"". I checked my booking section and nothing. I will put a 5 star again once Traveloka has fixed this",2,com.traveloka.android,0
"Traveloka needs to apply for a refund/reschedule option to all customer made bookings. Sometimes, bad things happen after customers booked the hotel, but we cannot refund or even reschedule the bookings (due to traveloka bookings policy). finally I have to pass my bookings freely to a relative.",2,com.traveloka.android,0
"Can't buy extra luggages via web or calling customer services, can't reschedule for rescheduled flights because the app and website keep crashing. A little less expensive than the official booking site but lacking so many features. Feel like I was scammed, TWICE",2,com.traveloka.android,0
Works fine if you want overpriced tickets. Used to be great. Now domestic Indonesia flights are limited to 2 major players and Traveloka supports those Duopoly. Shame on the company. Also apps are not useful anymore since not really getting the best value for customers.,2,com.traveloka.android,0
Book flights with refund guaranteed packages. But can not be refunded. I paid for the guaranteed refund. Updated: refunds are now in progress. But the process is very tedious. I have to get pass the bot to have issue reach human support. Bot response is not helpful at all on my issue.,2,com.traveloka.android,0
Frequent errors and lots of charges,2,com.traveloka.android,0
"Overall Traveloka itself has always been helpful and easy to use. They just need to choose another e-payment partner instead of UANGKU. It sucks, really.",2,com.traveloka.android,0
Stop giving me worthless millions of notifications everyday. And that is after I disabled push notifications from the app. I also cannot make payments using a foreign credit card. Customer service was not helpful at all in figuring this out.,2,com.traveloka.android,0
"I ordered to paid for a hotel voucher on Oct 30th..the setting was default by system..after proceeding the e-tickets was stated a week later from the ordered/booking date. if it's by default setting, why the booking date changed? can we trust the system? please give me some feedback or solution..hopefully can get the full refund..",2,com.traveloka.android,0
"this app used to help my trip a lot, but turn into annoying since its add pop up everywhere, even in the middle of me typing my text, or browsing something important in chrome. Uninstall.",2,com.traveloka.android,0
Hi! It is more convenient for me to book via the website than through the app. There's always a connection problem when I want to book via app.,2,com.traveloka.android,0
"I need to file a complaint of my seat selection on my flight. When the app asked me to upload evidence, the app could only see my camera folder and not my screenshots folder (it showed an empty folder).",2,com.traveloka.android,0
"The customer service is bad, very inpatient and sighing the whole time I talked to her, she was verifying my data and if I had to look for a booking code and take a bit of time, she would sigh after 3 seconds and press me to hurry , when i verified my phone she told me it was wrong but i only have 1 phone number, after a few time scolding me she realized i was right but didn't apologize. At the same time, she gave me no resolution whatsoever.",2,com.traveloka.android,0
"sometimes customer service can't solve your problem, even it takes several times to be processed but CS doesn't really help , i'm sorry for giving 2 stars but it can be editable if you can increase your service to customers. thanks,",2,com.traveloka.android,0
Pls always check with the hotel before booking via apps. It is. much more expensive 20% approx. when booking through apps. They do not protect the bookers' right when making claims about the property. It sucks.,2,com.traveloka.android,0
"My application always force close every time i open it since 4 days ago. I have try to install and uninstall for 5 times, restart my phone also. But it still forces closed. Help me please, cause i need to book some hotels. thank you",2,com.traveloka.android,0
"This application is good for buying tickets, but bad for buying some food, the place from navigation is different, it's supposed to go to JL. Taman Palem, but the application gives the wrong route to Puspa Street, makes the grab confuse, pretty bad, please fix this, and the server is bad to",2,com.traveloka.android,0
It's not simple to reschedule and it costs a lot of money to refund even though there's a covid 19 delta outbreak. Don't book a ticket in here if you're not sure about the covid19 growth rate in your city.,2,com.traveloka.android,0
Do not book with Traveloka!!!!! My husband has been trying to get our refund but no response. Several emails and calls were made but to no avail. No response.. So mad at this platform!!!!!!,2,com.traveloka.android,0
Fare prices are not up to date. It will only update once you proceed with payment. Skyscanner is showing the correct prices while this app doesn't.,2,com.traveloka.android,0
Never ever expected fast response from Traveloka !!! They won't bother your request about anything especially refund or cancellation process although the airline policy stated your flight booking can be refunded. Bad... Very bad !!!,2,com.traveloka.android,0
"Honestly, this app is quite good. But the customer service is taking too long to solve simple matters and after waiting for 2 hours, they still keep asking for confirmation even though I'm in a hurry",2,com.traveloka.android,0
One of the worst customer service I've experienced. Slow response and took days to resolve a minor request. Price wise is ok. Sometimes it's cheaper than other platforms.,2,com.traveloka.android,0
"I cannot place an order after updating my phone to Android 12. After each payment, somehow it always leads to a blank screen. Also the CS agent isn't helpful.",2,com.traveloka.android,0
"don't create a promo if u cannot handle it, i've waited for the pay later code to appear and immediately input to my booking, and it said the code cannot be used at this timing, i booked and pay later payment option is gone , very bad",2,com.traveloka.android,0
"Why, suddenly I cannot play the local soda game/pick a Loka? There is no ""play""button. While on the other phone it works. unfortunately, I cannot continue playing. actually, i have been playing and earning some points. So what should I do?",2,com.traveloka.android,0
Traveloka now won't showing the estimated rate on the calendar view anymore. we have to click on a date to find out the rates. Its inconvenient. Please return to the old one,2,com.traveloka.android,0
"After 90 days and pushing them for a week, I finally got a refund. I really recommend everyone to just keep pushing them, especially if it's already 90 days.",2,com.traveloka.android,0
Disappointed with how bad their service has turned out. The app is slow and full of ads. Their response to queries is full of generic automated messages and they will ask you the same question over and over again before responding to customer inquiries.,2,com.traveloka.android,0
"This application has a ""eats delivery"" feature, but when I order from that feature, it cannot be displayed in the ongoing process as soon as the update progresses. I was updating the newest this application though.",2,com.traveloka.android,0
Service fee is too expensive and unique code is added to price amount. Better buying tickets from airways official website instead of traveloka app. This is worst. Why is this app applying additional price LOL,2,com.traveloka.android,0
"They deducted my credit card balance and did not refund more than 30 days. The CS is not well cooperated, also cannot speak in english while their confirmation letter voided my booking id in english..",2,com.traveloka.android,0
"The application is denying uploading images from the gallery, but there's no option in the permission to allow the app to access phone storage. Camera also the same, permission denied.",2,com.traveloka.android,0
"Please bring back AirAsia, at this point there's no benefit using Traveloka for domestic Indonesian flights considering all the other alternatives are expensive as hell.",2,com.traveloka.android,0
"the e money pops out every time I use my phone. Force me to log in?? can't disable it even in the system, i have already closed the push notification.",2,com.traveloka.android,0
"Convenient but price goes up sometimes. When the airline makes changes, Traveloka will not help you get a refund. They just tell you to deal with airlines.",2,com.traveloka.android,0
Too crowded. Not easy to find information. Worst if the system force to save my debit card information.,2,com.traveloka.android,0
"I am looking for the feature to add my extra baggage. but I didn't find one. you said you can provide your customer to buy extra baggage, but how? I didn't find any features or guidelines for that",2,com.traveloka.android,0
There's a lot of notifications related to check in points. I think it's an issue. It's not normal to have so many notifications in a go more than 20. Please fix it,2,com.traveloka.android,0
Why suddenly it doesn't show the actual price.. Why the discount price is different with the exact amount when you want to submit??,2,com.traveloka.android,0
"Travel eats have much maintenance because when you track your food there is always an error, and this app has too many features to confuse you with these UI and UX",2,com.traveloka.android,0
"everytime i turn on my phone the advertisement keeps pop up so annoying, i already block it but still pop up anyway. it's just too much!",2,com.traveloka.android,0
i can't still pay my booking at any convenience store or over the counter it's still says unable due to maintenance. It's been already 5 days now i hope you fix this issue.. thanks,2,com.traveloka.android,0
"After activating the virtual CC number, the monthly pay later payment can be made. It always backpage, than closed at the end. Please maintain it asap, otherwise my payment will be late.",2,com.traveloka.android,0
The refund menu cannot pick just one passenger in a group flight reservation as they say. The customer service kept asking booking details and that was already given over and over.,2,com.traveloka.android,0
Refund process takes way too long. It's been nearly 7 months and there's still no further notice about getting anything back.,2,com.traveloka.android,0
Latest version is so buggy. Can't open a single page of any hotels. Please fix it asap.,2,com.traveloka.android,0
Why r u keep sending notifications that are no longer in valid period (no longer available when it is clicked). it is so annoying!,2,com.traveloka.android,0
"The hotel can't find our reservation. I've been waiting for more than 4 hours now and the Traveloka team only asked to wait and wait. Its new year eve and not easy to find a hotel in short time. I did send email to Customer Service, contact Traveloka Team through apps too. I ended up booking another hotel at 7PM and Traveloka team still didn't give solution until that time. My case has been solved but I need to contact Traveloka everyday. Traveloka should give a timeline to customers instead of promises without action.",2,com.traveloka.android,0
"Need minimum 15 minutes to open the apps. The unimportant and insane popups banner make the starting process takes time. I suggest, change your IT team",2,com.traveloka.android,0
this was the best booking app for me until their over-the counter method of payment became unavailable. it's really disappointing,2,com.traveloka.android,0
why difficult to book,2,com.traveloka.android,0
"already select empty seat of train, succeed when continued app said seat occupied and offer random seat, than if ignored seat set as expected, make user journey confusing, you need test more negative case",2,com.traveloka.android,0
The verification code is never sent to my email even though I've attempted to do it 6 times.,2,com.traveloka.android,0
Good app for booking however does not provide official receipts. It takes so much time and effort to ask for it.,2,com.traveloka.android,0
"really really useful app,but i really hate it because of sudden force close,or sudden return to menu,i really hope you fix it",2,com.traveloka.android,0
Bad!!!!! I tried to reschedule the flight but it still doesn't work at all. Anyone can help me to fix it?,2,com.traveloka.android,0
"Often buggy, especially for Bus Shuttle menu, often crashes and cannot search.",2,com.traveloka.android,0
"I want to pay my bills, but when it comes to ""select payment method"", it's stuck !!! Pls fix this as soon as possible",2,com.traveloka.android,0
"Cannot determine if travel tax is included, need to be able to retrieve booking. info on travel tax is included if you book from direct site of airline",2,com.traveloka.android,0
Very slow flight reschedule. I wait for the process until fell asleep. And failed over and over again.,2,com.traveloka.android,0
used to be my favorite app for flight and hotel booking.. but lately the booking has become slow or error.. than no more airasia some more.. get yourself up duh,2,com.traveloka.android,0
I manage to book a flight but it only appears the lowest class. I cannot buy extra luggage :((,2,com.traveloka.android,0
Pls fix your smoke system. I need to do an urgent booking. I cannot book both on the app and on your website. Thanks,2,com.traveloka.android,0
Already 3 times that I book a flight ticket that my credit card gets double charged and I don't receive my flight ticket. Real boomers,2,com.traveloka.android,0
"is it so hard to put an email address to my own traveloka account? it always said suspicious email, and to fix it i need to do selfie with my id card, i will change the start if somehow my email address can be mounted on my own traveloka account without that ridiculous selfie.",2,com.traveloka.android,0
"Realme x2pro application cannot be updated to latest, i've tried to reinstall more worst come, the app cannot be install anymore.",2,com.traveloka.android,0
Don't you ever try to use their easy reschedule future. such a mess. I've been rescheduling my flight through it but they didn't proceed hence I lost my flight. SHAME ON YOU.,2,com.traveloka.android,0
"unpleasant experience, the homepage is messy, the app introduces some features which are unimportant for simple use",2,com.traveloka.android,0
"Why does this app don't have a rescheduling feature for train? Please add this, the bureaucratic system at the station is just worst.",2,com.traveloka.android,0
"Drivers keep canceling the Eats order in Bandung. Canceled order coupons are not refunded. So after canceling, you can't order with the same coupon again",2,com.traveloka.android,0
"The app works decently well however it spams your phone with ads and ""special offers"".",2,com.traveloka.android,0
Traveloka EATS is a no no. The CS is super slow in response. He said 15 minutes but never followed up. Need a lot of improvement..,2,com.traveloka.android,0
The eats delivery feature is getting very slow whenever switching page to page after the newest update,2,com.traveloka.android,0
your time limit for a user to process the purchase is too short!!!! i have to repeat order 3x !!!!,2,com.traveloka.android,0
What can you offer now? Only high fares budget airlines from Indonesia that also don't have good quality? Really degrading,2,com.traveloka.android,0
Unstable connection and app browse. Often force close and going back to home,2,com.traveloka.android,0
The price off the ticket is not updated.. When proceed to pay the price is higher than earlier i choose,2,com.traveloka.android,0
"Try so many times but still fail to book flight ticket using this apps, no issue if booking hotel.",2,com.traveloka.android,0
"Good, many promotion but bad after sales and the apps is buggy sometime, only recommend for hotel or flight booking",2,com.traveloka.android,0
Advertisements are suck! Keep popping up on my phone screen.. fix this!,2,com.traveloka.android,0
I like the interface user but for the performance of the application? nope. too slow,2,com.traveloka.android,0
"its not updating app regularly, you guys are updating apps too frequently even 2 updates in tiny time window",2,com.traveloka.android,0
"Can't use the voucher code at all, even after updating the app to the latest version",2,com.traveloka.android,0
Such a horrible app always redirect & log out when ever makes payment really frustrating ðŸ˜« pls do something,2,com.traveloka.android,0
"I was trying to log in, but the apps keep saying mohon menunggu so i can't log in and book a hotel",2,com.traveloka.android,0
"2 stars for experiencing repeat error on traveloka eats, feedback rating is also unavailable, customer shall be able to give rating for restaurant and driver services",2,com.traveloka.android,0
Easy to use. But couldn't refund or reschedule on hotel booking.,2,com.traveloka.android,0
showing favouritism and unbalance perspective on selective business is not my cup of tea. so adious removing this app. not good and thorough deal for us as customer,2,com.traveloka.android,0
this app always update(add price) when check out for payment. better use air asia app,2,com.traveloka.android,0
"performance issues, location/delivery address lagging. generally bad programming",2,com.traveloka.android,0
I just updated it than the app crashed. I cannot open it now,2,com.traveloka.android,0
Prices in the Traveloka application are much more expensive than Traveloka search on Google. how come? don't waste your time to install the app,2,com.traveloka.android,0
"Not impressed, searched for a flight from SEAsia to Spain. No flight Available",2,com.traveloka.android,0
"Presently, all the promos are only for Thai Nationals( asking for ID card number) which means there is no discount or promos for non-Thais. Sorry I'm out",2,com.traveloka.android,0
"App freezes randomly, very annoying.",2,com.traveloka.android,0
Always error when i want to upload transfer proof for UANGKU balance.,2,com.traveloka.android,0
Much more expensive that standard price & the price keep changing when booking.,2,com.traveloka.android,0
Sometimes it is annoying because the system is not responding well,2,com.traveloka.android,0
please be mindful with notifs n alerts. it's getting annoying to be honest,2,com.traveloka.android,0
Annoying push notifications always come even when disable it.,2,com.traveloka.android,0
"I don't have driving license or passport, so I can't continue my pay later application",2,com.traveloka.android,0
Doesn't have all the countries. I was trying to flight from New York to Dominican Republic but doesn't find it,2,com.traveloka.android,0
Useful app but can't turn off unneeded notifications.,2,com.traveloka.android,0
Suddenly my pay later is blocked. I don't why traveloka blocked my pay later even I already pay ontime. Please fix it ðŸ™,2,com.traveloka.android,0
bill & payments always under maintenance. slow response!,2,com.traveloka.android,0
Crashing after crashing after crashing...,2,com.traveloka.android,0
Too many pop ups. Cluttered UI.,2,com.traveloka.android,0
Used to be good but now it only shows Malaysia Airline for my domestic flights search,2,com.traveloka.android,0
First try and bad experience with traveloka eats . Waiting more than 1 hr. Motor Courier want 5k parking fee. No option for complain.,2,com.traveloka.android,0
can not use coupon discount. no information limit coupon discount can be use.,2,com.traveloka.android,0
"Whose ideas play game to get discount? Too much effort, your competitor gives discount without effort. Bad UX",2,com.traveloka.android,0
"Error everywhere, App crashed when I open Hotel Photos",2,com.traveloka.android,0
coupon can't re use when it's just booking but payment yet,2,com.traveloka.android,0
the service fee is too expensive for paying bills,2,com.traveloka.android,0
idk what's wrong with traveloka.. but i can't apply for Pay Later if i use my phone ðŸ˜–,2,com.traveloka.android,0
Temporary bad rating because demanding payment method by Virtual Account or fintech such as GoPay or OVO. While competitors already did provide the option.,2,com.traveloka.android,0
my phone turning into advertisement fest since the first day this app installed,2,com.traveloka.android,0
there is no flight booking option in last update and i cannot even book hotels,2,com.traveloka.android,0
"Please anyone can help me how to reschedule my domestic flight,while I am in overseas.cos I am trying to apply at easy reschedule but for my flight not applicable to reschedule by easy reschedule.what should I do cos of outbreak covid-19 I can't take risk to travel.",2,com.traveloka.android,0
Pop-up iklannya super annoying.,2,com.traveloka.android,0
"Missing web check in feature, even on the latest versionðŸ™„",2,com.traveloka.android,0
"Ktika search2 resto d travelokaeats sering bngt blank trs ada tulisan ""something went wrong""",2,com.traveloka.android,0
Why can't I book flights in the app? Only available through website?,2,com.traveloka.android,0
Too many bugs. you have to fix it.,2,com.traveloka.android,0
Please give (INR) indian national rupees currency mode too for payment. Because when i use my indian visa or mastercard than Traveloka deduct extra money.,2,com.traveloka.android,0
I lost all my saved hotel many times. It said that no hotel in save icon,2,com.traveloka.android,0
need point to use as fast as we can.. there is no need that much amount of point to use.,2,com.traveloka.android,0
I often got notifications that no network while my network is so well. Sooooo bad,2,com.traveloka.android,0
why is it payment option in 711 and bayad center even banks is not showing on payment process? banks which not found here in the Phil. was there. is it a scam?,2,com.traveloka.android,0
no verification code when purchase with credit card,2,com.traveloka.android,0
your website needs attention as it gets stuck at the payment page,2,com.traveloka.android,0
ticket alerts not working as it should,2,com.traveloka.android,0
This app didn't send any code to my phone number. So bad.,2,com.traveloka.android,0
An expensive option for traveling,2,com.traveloka.android,0
App won't verify users ID when booking flight ticket.,2,com.traveloka.android,0
"Setelah di update app jd lemottttt bangettttttt, ðŸ™ƒ",2,com.traveloka.android,0
Wait for traveloka eats delivery for more than 1 hour than canceled by the delivery man. Dunno how to cancel by customer so we don't have to wait so long. Not mention hv to check for the refund ðŸ¤· ðŸ˜“,2,com.traveloka.android,0
Over the counter method always unavailable,2,com.traveloka.android,0
the driver can't cancel order from traveloka eats... ribet....,2,com.traveloka.android,0
"Latest update crash on my Oppo F1S, I can't opened payday sale november",2,com.traveloka.android,0
refund process so slow and uncertain,2,com.traveloka.android,0
Apps cannot open on android 10,2,com.traveloka.android,0
"transaction without otp, not secure",2,com.traveloka.android,0
Can not connect using wifi,2,com.traveloka.android,0
Booked a large room but the resort gave a small room,2,com.traveloka.android,0
payment time to short... I almost got accident,2,com.traveloka.android,0
more expensive now buy ticket at traveloka because they charge service fee now.,2,com.traveloka.android,0
tidak bisa login setelah update.....T_T pdhl dri web bs login,2,com.traveloka.android,0
"was making booking for 1 room, once I edited to 2 rooms, the price increase",2,com.traveloka.android,0
You have bug in it. Please fix it!!!,2,com.traveloka.android,0
It's always crack when i open it,2,com.traveloka.android,0
I was charged twice to my CC for purchasing cellular phone voucher whether I got only one voucher.,2,com.traveloka.android,0
harder to navigate,2,com.traveloka.android,0
if i booking cheap flight which is guarantee its not fake....pl reply me,2,com.traveloka.android,0
Great app but no flight To Tawi-tawi,2,com.traveloka.android,0
Limited choice on the currency. The app should have an option on the preferred currency when booking.,2,com.traveloka.android,0
"The customer service is frustrating and painful to deal with, and their app contact is extremely slow with responding to customer concerns. They inserted the incorrect name on an airline ticket, and with 1 day until my flight, they still have not solved the issue. So i need to turn up at the airport and hope the airline doesn't refuse me access to my flight. I would not recommend anybody to use this company despite their cheaper pricing. I guess the old adage is true. You get what you pay for.",1,com.traveloka.android,0
